Title,Author,Detail URL
Analisis Dan Dokumentasi JAringan Ncomputing Pada Dinas Komunikasi Informatika dan Statistik Provinsi Bali,I Putu Jaya Wisesa Putra,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7331&keywords=
Perancangan Sistem Informasi Penerimaan Mahasiswa Kerja Praktek Pada Badan Kepegawaian Daerah (BKD) Provinsi Bali,Ni Komang Ega Widyastuti,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7329&keywords=
Perancangan Sistem Informasi Pengajuan Cuti Pegawai Pada Badan Kepegawaian Daerah Provinsi Bali Berbasis,Dewa Ayu Ytiana Putri,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7328&keywords=
"Analisa Dan Perancangan Sistem Informasi Aset ATK Pada Dinas Sosial, Pemberdayaan Perempuan Dan Perlindungan Anak Provinsi Bali",Ni Luh Putu Dwindahari,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7327&keywords=
PERANCANGAN SISTEM PENGENALAN ALAT KONTRASEPSI PADA BADAN KEPENDUDUKAN DAN KELUARGA BERENCANA PROVINSI BALI BERBASIS WEB,Mila Rusiyana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7326&keywords=
Pendidikan Pancasila,Kaelan,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=578&keywords=
Panduan Lengkap Windows Server 2003,WAHANA KOMPUTER,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=406&keywords=
Sistem Pengarsipan dan Metode Akses,"Bambang Hariyanto, MT",https://library.stikom-bali.ac.id/index.php?p=show_detail&id=769&keywords=
"Sistem Informasi Akuntansi: Perancangan, Proses, dan Penerapan",Anastasia Diana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=31&keywords=
Pendidikan kewarganegaraan Civic Education),Asep Sahid Gatara FH.M.SI,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=1794&keywords=
Pendidikan Pancasila: Perspektif Sejarah Perjuangan Bangsa,Pandji Setijo,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=1830&keywords=
Budaya Organisasi,Anik Herminingsih,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=3198&keywords=
Trik Menjalankan Banyak Sistem Operasi,Firrar Utdirartatmo,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=490&keywords=
Kupas Tuntas Harddisk (Maintance & Troublehooting),paulus joko purwanto,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=491&keywords=
Melihat Keamanan Windows Vista,Tri Amperiyanto,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=550&keywords=
36 jam belajar komputer windows vista,"budi permana,se.,ak.,m.sc.",https://library.stikom-bali.ac.id/index.php?p=show_detail&id=492&keywords=
Jurus Jitu Tembus Pasar Ekspor,Juni Dwi Riyanti,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=2197&keywords=
Mudah Membangun SERVER Dengan FEDORA CORE,iwan sofana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=3992&keywords=
Ethics And Emerging Technologies,Ronald L. Sandler,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7325&keywords=
VMware solusi menjalankan beberapa sistem operasi,"sugiri,A.Md.,S.Pd.",https://library.stikom-bali.ac.id/index.php?p=show_detail&id=493&keywords=
Perancangan Sistem Informasi Absensi Peserta Magang Pada Dinas Komunikasi Informatika dan Statistik Provinsi Bali,Ni Luh Gede Arya Dewi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7324&keywords=
Perancangan Video Animasi 2 Dimensi Tata Cara Peminjaman Sarana Prasarana ITB STIKOM Bali,Diah Ayu Pusparani,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7323&keywords=
"Branding Book Company Profile Dinas Sosial, Pemberdayaan Perempuan dan Perlindungan Anak Provinsi Bali",Putu Krisma Dewi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7322&keywords=
"Perancangan dan Implementasi Cloud Storage di Dinas Komunikasi, Informatika dan Statistik Kota Denpasar",Akhmarullah Bima Sena,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7321&keywords=
Perancangan Sistem Informasi Arsip Surat Masuk dan Surat Keluar Pada Satuan Polisi Pamong Praja Provinsi Bali,Putu Kevin Astari Pradnyanita,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7320&keywords=
Sistem Informasi Absensi Berbasis Web Di PT Pigment Permata Persada,I Putu Agus Pranata,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7319&keywords=
Perancangan Corporate Identity pada Kantor Perbekel Desa Kampung Kusamba,Muhammad Fariz Alamsyah,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7279&keywords=
Perancangan Sistem Pekion pada UPTD BPTEKDIK Dinas Pendidikan Provinsi Bali Berbasis Website,I Wayan Ananda Styawan,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7318&keywords=
Desain Branding Identitas Perusahaan Adnyana Group (PT. Bali Individual Wisata) dengan Pendekatan Teori Gestalt,I Gede Febri Purnama Putra,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7317&keywords=
Perancangan Animasi 2D Berbasis Motion Graphic Tentang Dampak Buruk Narkoba Bagi Kesehatan,I Ketut Supriadi Arijaya,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7316&keywords=
Perancangan Video Iklan Layanan Masyarakat Tentang Bahaya Narkoba,I Gede Tedy Prestya Wiyama,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7315&keywords=
Wibsite PG/RA Tunas Bangsa,Suli Bariah,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7314&keywords=
Perancangan Sistem Informasi Manajemen Daftar Pemilihan Khusus untuk Pemilihan Umum ( Studi Kasus pada KPU Provinsi Bali),fayola Editha Sutrisno Putri,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7313&keywords=
Perancangan Sistem Informasi Pengarsipan Dokumen Kepemiluan Komisi Pemilihan Umum Provinsi Bali,Ni Kadek Ayu Dwi Arpiani,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7312&keywords=
Perancangan Sistem Informasi Pelacakan Lokasi Pekerja Lapangan pada PT. Karya Safari,Premananda,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7311&keywords=
Perancangan Booking Online pada Asanka Berbasis Web,Made Wahyu Jaya Atmaja,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7310&keywords=
Sistem Informasi Tagihan dan Pelunasan pada CV. Bintang Sejahtera Berbaiss Web,Ida Bagus Kade Dwipayana Putra,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7309&keywords=
Perancangan Sistem Pembuatan jurnal Kegiatan Pegawai Kantor Bali Post,I Nyoman Sunda,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7308&keywords=
Perancangan Design Company Profile PT. Proteksi Pradana Sebagai Media Promosi Menggunakan Adobe Photoshop,Ni Nyoman Yuli Purnamadewi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7307&keywords=
"Perancangan Sistem Informasi Pemakaian Aula Pada Dinas Pendidikan, Kepemudaan dan Olahraga Provinsi Bali Berbasis Website",I Gede Angga Wiguna,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7306&keywords=
"Perancangan Sistem Informasi Agenda Rapat Berbasis Web Pada Dinas Pendidikan, Kepemudaan dan Olahraga Provinsi Bali",Ida Bagus maha Indra Prasada,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7305&keywords=
Perancangan Sistem Komputerisasi Berkas Kredit Berbasis Web Pada PT.Bank Rakyat Indonesia Persero KCP Hayam wuruk,Ferry Septiadi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7304&keywords=
Analisis dan Dokumentasi Jaringan Wireless Lan Diskominfos Menggunakan Packet Tracer,I Gede Indra Sunariyana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7303&keywords=
Sistem Informasi Inventaris Barang dan Service Perangkat Komputer Pada PT. Datayasa Computer Berbasis Website,Aditya Suryo Prastomo,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7302&keywords=
Perancangan Multimedia Interaktif Pengenalan Prosedur E-Filling di Bapenda Kabupaten Badung,I PUTU KESUMA WIDYATHAMA,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7301&keywords=
Perancangan Sistem Informasi Pencatatan Arsip Surat Dinas Tenaga dan Energi Sumber Daya Mineral Provinsi Bali,Ida Bagus Made Nugraha,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7300&keywords=
Perancangan Sistem Informasi pada Kegiatan Monitoring Inventory Sparepart BTS PT Mitra Karsa Utama,I Kadek Juliantika,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7299&keywords=
Laporan Kerja Praktek Perancangan Sistem Informasi Surat pada Kantor Komisi Pemilihan Umum Provinsi Bali,I Kadek Suardana Noviana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7298&keywords=
Perancangan Sistem Informasi Perlindungan dan Keamanan Hutan pada Kehutanan Provinsi Bali,Ida bagus ode bharayuda,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7297&keywords=
Perancangan Sistem Informasi Inventaris Berbasis Web Studi kasus Bulding Management Shiwa Denpasar,I Putu Kusumayasa,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7296&keywords=
Sistem Informasi Pembayaran Listrik Pascabayar Berbasis Web (Bootcamp),Gede bagus Aldy Sanjaya,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7295&keywords=
Perancangan Sistem Informasi Management Logistik pada Mall Beachwalk Shopping Center,Rahman Doni Hariansyah,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7294&keywords=
Perancangan Sistem Informasi Cat Mixing Pada PT. Citra Warna Jaya Abadi Berbasis Website,Kadek Bayu Arimbawa,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7293&keywords=
Perancangan Sistem Informasi Inventaris Pada PT.Pelayanan Nasional Indonesia (PELNI) Cabang Ampenan,Dina Aurora Septiana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7292&keywords=
Perancangan Sistem Informasi Penjadwalan Kunjungan Guna Meningkatkan Sumber Daya Setiap Instansi Pariwisata,I Putu Dandi Prayoga,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7291&keywords=
Analisis dan Perancangan Sistem Informasi Cuti Pegawai Pada UPTD Pengendalian Bencana Daerah Provinsi Bali Berbasis Web,I Made Bagus Jaya Aryadiana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7290&keywords=
Analisis dan Perancangan Sistem Informasi Destinasi Wisata pada Dinas Pariwisata Provinsi Bali Berbaiss web,Putu Andika Pramana Putra,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7289&keywords=
Perancangan Sistem Informasi Penilaian Kinerja Mahasiswa Kerja Praktek Pada Dinas Pertanian Kota Denpasar,Dedek Adik Yoga Sanjaya,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7288&keywords=
Analisis Implementasi Ahass System PT. Astra Internasional TBK. Honda di Daerah Tabanan Berbasis Website,I Gede Ari Juni Artawan,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7287&keywords=
Sistem Informasi Whistle Blowing System Badan Narkotika Nasional Provinsi Bali Berbasis Web,I Gusti Ngurah Agung Bagus Wiwekananda,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7286&keywords=
Analisis Implementasi Ahass System PT. Astra Internasional TBK. Honda di Daerah Gianyar Berbais Website,I Gde Juniarta,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7285&keywords=
Perancangan Sistem Forum Guru Wilayah Bali Berbasis Website,Komang Aji Pujana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7284&keywords=
Perancangan Sistem Informasi Pelaporan Dana Alokasi Khusus untuk SMA Pada Dinas Pendidikan Provinsi Bali Berbasis Web,I Made Dwiki Permana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7283&keywords=
Video Company Profile PAda Badan Kepegawaian Dan Pengembangan Sumber Daya Manusia (BKPSDM) Kota Denpasar,I Wayan Adi Yustika Dinatha,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7282&keywords=
Perancangan Sistem Cloud Storage Pada Dinas Pendidikan Provinsi Bali,Putu Aditya Artha Prayoga,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7281&keywords=
Perancangan Sistem Informasi laporan kegiatan Ormawa Berbasis Website,Imam faqih Bhagaskara,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7280&keywords=
Sistem Informasi Inventaris Barang Pada Gudang Di Dinas Komunikasi Informatika dan Statistika (Diskominfos) Provinsi Bali,Putu Esha Adi Pratama,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7278&keywords=
Perancangan Sistem Informasi Layana Pelanggan di PDAM Kabupaten Tabanan Berbasis Web Responsive,I Gede Teguh Bajra Putra,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7277&keywords=
"Pembuatan Karakter ""ADI"" 3D pengenalan Program Studi ITB STIKOM Bali",I Nyoman Abdi Prasada,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7276&keywords=
"Perancangan Sistem Absensi Kerja Praktek Pada Dinas Komunikasi, Informasi dan Statistika Provinsi Bali",Agung aditya permana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7275&keywords=
Sistem Informasi Pembayaran Listrik Pascabayar Berbasis Web (Bootcamp),I Gst Ngr Gede Agung Suniantara,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7274&keywords=
Pembuatan Animasi 3D Karakter Perempuan Pengenalan Program Studi ITB STIKOM Bali,Ida Bagus Esa Pramana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7273&keywords=
Perancangan Sistem Informasi Surat Menyurat Pada Dinas Kehutanan Provinsi Bali,narciso Da Silva Araujo,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7272&keywords=
Animasi 3D Pengenalan Program Studi ITB STIKOM Bali Berbasis Blender,Kadek Hade Kurnianata,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7271&keywords=
Perancangan Sistem Administrasi Pengunjung Pada Dinas Kearsipan dan perpustakaan Provinsi Bali,Putu Wulan Pritadevi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7270&keywords=
Perancangan Sistem Informasi Arsip Rapat Pada SatuanPolisi Pamong Praja Provinsi Bali,Ni Kadek Buda Ani,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7269&keywords=
Perancangan Sistem Informasi Inventarisasi Data Ikatan Kerjasama Pada Rumah Sakit Umum Prima Medika,A.A. Ayu Sastri Pratiwi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7268&keywords=
Perancangan Sistem Informasi Ketersediaan Sarana dan Pra Srana SMP 2 Marga Berbasis Web,I Kadek Wahyu Diana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7267&keywords=
Perancangan Sistem Informasi Penerimaan Mahasiswa Magang Pada Dinas Pertanian Kota Denpasar,I Nyoman Ari Kusuma,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7266&keywords=
Perancangan Company Profile CV. Winanta Group Berbasis Aplikasi Multimedia,Indra Wijaya Kusuma,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7265&keywords=
Perancnagan Sistem Informasi Absensi Mahasiwa kerja Praktek Berbasis Web Di KAntor Badan Kepegawaian dan Pengembangan Sumber Daya Manusia Kota Denpasar,Rizky Dhani Ismail,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7264&keywords=
Analisa Sistem Informasi Penerimaan Panitia Pengawas Pemilu Kelurahan/Desa Di Kecamatan Denpasar Selatan,I Made Heri Budi Hartawan,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7263&keywords=
Perancangan Aplikasi Multimedia Pembelajaran Daily Operational Store Mini Mart,Lukas Triadi Tirtha Rahardja,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7262&keywords=
Perancangan Sistem Informasi Reminder Masa Jatuh Tempo Gadai Berbasis Web dan Whatsapp Pada CV. Angga Cell,Rizki Ardiansyah,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7261&keywords=
Perancangan IP Power Switch Berbasis Web Pada Perangkat Benoa VTS Kantor Distrik Navigasi Kelas II Benoa,I Komang Adi Priantana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7260&keywords=
Perancangan Sistem Informasi Monitoring dan Evaluasi SMK Pada Dinas Pendidikan Provinsi Bali Berbasis Web,Ida Bagus Made Surya Negara,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7259&keywords=
Perancangan SIstem Pembelajaran Pemiliharaan Barang Jasa Untuk Kegiatan Di Inspektorat Privinsi Bali,Tjokorda Gde Yuda P. P,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7258&keywords=
Perancangan Sistem Informasi Inventaris Barang Berbasis Web Pada Bagian Kesejahteraan Rakyat Setda Kabupaten Badung,I Gede Bogie Ganilaga,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7257&keywords=
Perancangan Sistem Informasi Absensi Mahasiswa Kerja Praktek Pada Dinas Pertanian Kota Denpasar,I Gede Yoga Pramana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7256&keywords=
Perancangan Sistem Pelaporan Kasus Ketenagakerjaan Dinas Ketenagakerjaan dan Energi Sumber Daya Mineral Provinsi Bali,I Gusti Ngurah Tahta Adi Dharma P,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7255&keywords=
Perancangan Sistem Informasi Lowongan Pekerjaan Pada Dinas Tenaga Kerja dan ESDM Provinsi Bali Berbasis Web,I.G.N. KT. Nugraha H.S,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7254&keywords=
Video Company Profile Hovi Club Bali,Josepjine Maria Hosea,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7253&keywords=
Perancangan Aplikasi Pembayaran Infaq Program Santri Pada Kebun Tahfidz Qur'an,Roudatul Janah,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7252&keywords=
"Pembuatan Model 3D Karakter ""Si Moli"" Untuk Animasi 3D Pengenalan Program Studi ITB STIKOM Bali",I Gusti Bagus Dyan Febriana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7251&keywords=
Perancangan Sistem Pendukung Keputusan Kepuasan Pelanggan Pada Laskar Event Production Berbasis Website,I Putu Roni Harta Wijaya,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7250&keywords=
Perancangan Fitur Live Chat Company Profile Pada Laskar Event Production Berbasis Web,Putu Gede Krsna Elian Panji Restu,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7249&keywords=
Rancang Bangun Aplikasi Arsip Aktif dan In Aktif Pada Dinas Pendapatan Daerah Kabupaten Badung,I Putu Gunadi arta,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7248&keywords=
Analisa Sistem Jaringan Wireless Pada PT. Eratel Prima,Egi Suryandi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7247&keywords=
Perancangan Sistem Informasi Disposisi Surat Berbasis Web Pada UPTD KPH Bali Selatan Dinas Kehutanan dan Lingkungan Hidup Provinsi Bali,Anak Agung Indrayana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7246&keywords=
Perancangan Sistem Informasi Pengajuan Cuti Elektronik Pada CV. Cipta Karsa Dewata,Yazid bastomy,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7245&keywords=
Analisa Sistem Pengunjung Perpustakaan Menggunakan SLIMS (Senayan Library Management System) Pada Dinas Kearsipan dan Perpustakaan Provinsi Bali,Ibnu Hariza El Bethan,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7244&keywords=
"Perancangan Sistem Informasi Penerimaan Mahasiswa Magang Pada Dinas Pemberdayaan Masyarakat, Desa, Kependudukan dan Catatan Sipil Provinsi Bali Berbasis Website",Ni Putu Novia Utami,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7243&keywords=
"Perancangan Sistem Informasi Kepegawaian Pada Dinas Pemberdayaan Masyarakat, Desa, Kependudukan dan Catatan Sipil Provinsi Bali Berbasis Website",Ni Putu Dania Aviashara Rianita,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7242&keywords=
Aplikasi Dana Punia Online (E-Punia) Untuk Penggalangan Dana Punia Pura Di Bali,I Wayan Riandita Marsa Kusuma,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=5223&keywords=
Sistem Informasi Penjualan Paket Travel Berbasis Web (Studi Kasus Willy Jaya Travel),I PUTU ARY CRISTIAN,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=5881&keywords=
Aplikasi Denah Kampus Stikes Wira Medika Berbasis Android,I Gusti ngurah bagus anantha,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=6040&keywords=
Aplikasi Manajemen Leveransir Bahan Bangunan Berbasis Web Responsive,I Made Ariawan,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=6032&keywords=
Implementasi web responsive untuk meningkatkan pemasaran dan penjualan madu pada kelompok ternak nyangi sari,I Made Cahyadi Adi Winata,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=5911&keywords=
Aplikasi multimedia pembelajaran tari tenun berbasis flash (studi kasus : SMPN 1 Rendang),Ni Kadek Woldy Stianingsih,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=5264&keywords=
Sistim Informasi Pertanian Agro Pertiwi Menggunakan Framework Laravel,Ni Komang Alit Tri Utari,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=5274&keywords=
Foto Indah dan Artistik dengan Rekayasa Photoshop,Yayan Sopyan,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=687&keywords=
APLIKASI PENGENALAN KEHAMILAN EKTOPIK BERBASIS MOBILE,Rizky Celine Wardhani,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7236&keywords=
TV Tunner: untuk windows 2000 dan XP,Mico Pardosi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=761&keywords=
Shortcourse Photoshop CS6,andi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=454&keywords=
20 Desain Web Cantik dengan Adobe Fireworks CS6,WAHANA KOMPUTER,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=613&keywords=
Kupas Tuntas Adobe Photoshop CS6,MADCOMS,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=567&keywords=
Panduan Aplikatif dan Solusi (PAS) Membuat Presentasi Bisnis Menggunakan Adobe Flash CS6,WAHANA KOMPUTER,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=690&keywords=
Adobe Photoshop CS6 Untuk Pemula,MADCOMS,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=624&keywords=
Memahami Visual C#.Net secara mudah,Budi Hartanto,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=1455&keywords=
Administrasi sistem di LINUX,WAHANA KOMPUTER,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=1454&keywords=
Rekayasa Perangkat Lunak Pendekatan Praktisi Buku 2,"Roger S. Pressman, Ph.D",https://library.stikom-bali.ac.id/index.php?p=show_detail&id=1452&keywords=
Tuntunan praktis mengirim dan menerima FAX menggunakan komputer,jasmadi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=558&keywords=
Memaksimalkan rumus dan fungsi microsoft access 2013,MADCOMS,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=555&keywords=
Buku Latihan Seleksi Dan Cropping Dengan Photoshop,Agus Wibowo,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=1034&keywords=
Cara Cepat Membuat Animasi Flash Swishmax,Arry Maulana Syarif,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=1031&keywords=
Designing The User Interface,Ben Shneiderman,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=925&keywords=
Perancangan Sistem Informasi Data Pramuwisata Pada Dinas Pariwisata Provinsi Bali Berbasis Website,I Putu Wahyu Adi Kartika,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7204&keywords=
Perancangan Sistem Informasi Monitoring Pengadaan Inventaris Pada KPU Provinsi Bali,Toni Irawan,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7203&keywords=
Perancangan Sistem Informasi Absensi Mahasiswa Kerja Praktek Pada Dinas Keminfo Kota Denpasar,I Gusti Agung Oka Aryananda,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7202&keywords=
Shortcourse Series Mudah Membuat Animasi Dengan Adobe Flash CS5,MADCOMS,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=864&keywords=
Kreasi Animasi Kartun Dengan Adobe Flash,MADCOMS,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=862&keywords=
Trik & Teknik Profesional Coreldraw 12,Edi S. Mulyanta,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=813&keywords=
Seri Belajar Cepat 3 Ds Max 2011,Mikael Sugianto,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=1887&keywords=
Seri Panduan Lengkap: Adobe Premiere Pro 2.0,MADCOMS,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=471&keywords=
Principles Of Web Design,Joel Sklar,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=646&keywords=
Workshop Profesional Teknik Tracing Dengan Coreldraw X4,MADCOMS,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=644&keywords=
3 In 1 Aplikasi Grafis Langsung Bisa Dessin Grafis Tanpa Guru,andi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=525&keywords=
Pasti Bisa Belajar Sendiri Adobe Photoshop CS5,MADCOMS,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=521&keywords=
Belajar Sendiri 3D Studio VIZ R3 Menjadi Mahir Tanpa Guru,Ir. Bayu Adjie,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=515&keywords=
Kreasi Desain Retro Dengan Coreldraw X5 & Photoshop CS5.5,andi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=435&keywords=
Aplikasi Web Database Dengan Dreamweaver MX 2004,Stendy B. Sakur,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=432&keywords=
Pinnacle Studio 15 Untuk Pengolahan Video Digital,andi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=430&keywords=
Konsep dan Aplikasi Sistem Pendukung Keputusan,Kusrini,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=530&keywords=
Perancangan Sistem Informasi Penerimaan Karyawan di Perusahaan Sun Media Creative Agency Berbasis Website,Gede Bagus Wahyu Adi Wiguna,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7201&keywords=
Sistem Informasi Besuk Online Badan Narkotika Nasional Provinsi Bali,I Made Dwi Wahyu Cahya Putra,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7200&keywords=
"Perancangan Jaringan Menggunakan Router Switch Cisco dengan Simulasi Packet Tracer Pada Dinas Kominfo, Persandian dan Statistik Provinsi Bali (Studi KAsus Unit 5 Setda Prov. Bali)",Putu Gerry Pratama,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7199&keywords=
"Sistem Informasi Bank Data Berbasis Website Dinas Komunikasi, Informatika, dan Statistik Kota Denpasar",Ade Suryadi Jagadwijayaputra,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7198&keywords=
Rancang Bangun Sistem Monitoring Suhu Kelembaban dan Asap Berbasis Internet of Things Via Aplikasi Android pada Ruang Radar Cuaca BBMKG Wilayah III Denpasar,Komang Gede Yuda Baskara,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=7197&keywords=
