Title,Author,Detail URL
AKUNTANSI DAN PERPAJAKAN,"Indra Mahardika Putra, S.E., Ak, M,Ak",https://library.stikom-bali.ac.id/index.php?p=show_detail&id=12093&keywords=
Branding Society 5.0,Johan Alvin Khosuma,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13146&keywords=
101 Branding Ideas: Strategi Jitu Memenangkan Hati Konsumen,Akmal Musyadat Cholil,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13145&keywords=
Analisis Data Penelitian Menggunakan Software Stata,"Prof. Mahfud Sholihin, Ph.D.",https://library.stikom-bali.ac.id/index.php?p=show_detail&id=9131&keywords=
Growing Under Pressure: Bagaimana Mengubah Tekanan menjadi Kekuatan,Iman Permana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13126&keywords=
Analisa Efektifitas E-Kepegawaian Pada Dinas Pendidikan Kepemudaan Dan Olahraga Provinsi Bali,Lilis Frintia,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13144&keywords=
Perancangan Desain User Interface (UI) Pada Website Taring Dukcapil Denpasar,I Kadek Yogi Raditya Darma,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13143&keywords=
Perancangan Sistem Informasi Pengarsipan Surat Berbasis Website Pada Kantor Perbekel Desa Pelapuan,Ni Komang Asilfia Sri Devi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13142&keywords=
Sosialisasi Pengenalan Bali Smart Island Dalam Bentuk Video Pada Diskominfo Bangli,I Gede Rico Astina,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13141&keywords=
Penggunaan Mulltimedia Interaktif Sebagai Media Presentasi Denpasar Smart City,Keutu Fendi Mahardika,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13140&keywords=
Analisis Kinerja Dan Penggunaan Sistem Informasi Website Sinderela (Sistem Informasi Detail Realisasi Belanja) (Studi Kasus : Dinas Pendidikan Kepemudaan Dan Olahraga Provinsi Bali),Ari Surya Permana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13139&keywords=
Perancangan Sistem Informasi Agenda Surat Pada Sub Bagian Penyusunan Program Evaluasi Dan Pelaporan Dinas Kebudayaan Provinsi Bali,I Putu Khrisna Dharma Kesuma,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13138&keywords=
Perancangan Sistem Informasi Penjualan Berbasis Web Dengan PHP Dan Mysqli Di Bengkel Dana Motor,I Gede Sri Hari Dharma Putra,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13137&keywords=
Perancangan Desain Konten Grafis Pada Dinas Pariwisata Kabupaten Klungkung,I Made Gita Rajunayasa,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13136&keywords=
Perancangan Konten Video Promosi Pada Dinas Pariwisata Kabupaten Klungkung,I Gusti Made Wijaya Kusuma,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13135&keywords=
Pembuatan Video Edukasi Untuk Pengenalan Pelayanan Informasi Melalui PPID Di Bawaslu Provinsi Bali,I Made Deva Karyana Putra,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13134&keywords=
Analisa Desain Sistem Informasi Koperasi Simpan Pinjam Pada Supermarket Bintang,Damianus Yudistira Frantino Wolo,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13133&keywords=
Perancangan Sistem Pengelolaan Surat Masuk Dan Keluar Pada SMA N 1 Denpasar Berbasis Web,Ida Bagus Dwi Santika,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13132&keywords=
Sistem Informasi E-SPJ Pada UPTD. Monumen Perjuangan Rakyat Bali Menggunakan Framework Laravel,Gede Agus Wiradarma,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13131&keywords=
Perancangan Sistem Informasi Pengolahan Data Pegawai Berbasis Web Di PT. BPR Bank Daerah Bangli (Perseroda),Ni Kadek Dina Ugi Pratini,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13130&keywords=
Perancangan Video Animasi Pelayanan Pensiun Pada PT Asabri (Persero) Denpasar Bali,Lina Amalia,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13129&keywords=
"Perancangan Video Animasi 2D Tentang Layanan Penerimaan Berkas Pensiun TNI, POLRI, Dan ASN Di PT. ASABRI (Persero) Kancab Denpasar Bali",Arisca Agustiana Iswara,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13125&keywords=
Perancangan Pengenalan Komisi Pemilihan Umum (KPU) Kota Denpasar Berbasis Multimedia Interaktif,Anathapindika Dhamma Putra,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13124&keywords=
Perancangan Sistem Informasi Manajemen Inventaris Berbasis Website Pada UPTD. Monumen Perjuangan Rakyat Bali,Putu Agas Darmawa,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13123&keywords=
Perancangan Sistem Informasi Besuk Tahanan Di BNNP Bali Berbasis Web,Hirmawati,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13122&keywords=
Perancangan Sistem Informasi Laporan Kegiatan Harian BNN Provinsi Bali Berbasis Web,Ni Nyoman Vidia Gayatri,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13121&keywords=
Perancangan Aplikasi Berbasis Web Untuk Digitalisasi Proses Absensi Pada Bali Visas,I Putu Agus Adi Kerta,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13120&keywords=
Perancangan  Video Simulasi Kesiapsiagaan Dan Tanggap Bencana Gempa Bumi Di BPBD Provinsi Bali,Damar Lintang Pengayoman,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13118&keywords=
"HOOK POINT: Seni Menciptakan Konten Digital Super Menarik, Membuat Brand Menjadi TOP OF MIND, Sangat Cocok untuk Mengembangkan Bisnis dan Personal Branding",Brendan Kane,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13116&keywords=
Analisis Dan Perancangan Sistem Informasi Sidumas Pada BKPSDM kabupaten Badung,I Putu Gede Ardiana Putra,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13117&keywords=
Skema RPL,Ni Made Nissa Ariella Anom Putri,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13115&keywords=
Perancangan Sistem Informasi Profil CV. Data Mandiri Berbasis Website,I Putu Suryadiva Abdidharma,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13114&keywords=
Analisis Penggunaan Aplikasi Rhapsody,Elnanda Daffa Muflihansyach,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13112&keywords=
Perancangan Sistem Informasi Absensi Mahasiswa Magang Pada The Patra Bali Resort & Villa,I Gede Putra Winadi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13111&keywords=
Logika Pemrograman Menggunakan C++,Abdul Kadir,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13110&keywords=
Perancangan Sistem Informasi Pengelolaan Surat Masuk Dan Keluar Pada Kantor Kelurahan Panjer,Kadek Wanda Febriyanti,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13109&keywords=
Perancangan Sistem Absensi Mahasiswa Kerja Praktek Pada Dinas Penanaman Modal Dan Pelayanan Terpadu Satu Pintu Kabupaten Badung,Arfa Menaka Santara Palguna,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13108&keywords=
Video Company Profile PT. Nienka Appels Service International,Jordy Tomasoa,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13106&keywords=
"Penerapan Software Quality Assurance Untuk Pengembangan Perangkat Lunak Pada Website Portal Bali Melajah (Studi Kasus : Dinas Komunikasi, Informatika Dan Statistik Provinsi Bali)",Dziki Malik Alamsyah,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13105&keywords=
"Penerapan Software Quality Assurance Untuk Pengembangan Perangkat Lunak Pada Website Sensus Desa Adat (Studi Kasus : Dinas Komunikasi, Informatika Dan Statistik Provinsi Bali)",I Kadek Alit Setiawan,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13104&keywords=
Valuasi Bisnis Teknologi Informasi,Lukman Abdurrahman,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=8445&keywords=
Tutorial interaktif instalasi intrution prevention system : berbasis open source,Aidil Chendramata,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=1028&keywords=
"H.O.S. TJOKROAMINOTO: Teladan Perjuangan,  Kepemimpinan, Dan Kesederhanaan",Anom Whani Wicaksana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=10591&keywords=
Buya Hamka: Teladan dan Inspirasi Penuh Talenta,Dadi Purnama Eksan,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=10575&keywords=
Pengantar Ilmu Komunikasi Edisi Kelima,"Prof. Dr. H. Hafied Cangga, M.Sc",https://library.stikom-bali.ac.id/index.php?p=show_detail&id=12775&keywords=
SENI MENGUASAI LAWAN BICARA: Bagaimana Memengaruhi dan Menaklukkan Orang Lain Tanpa Intimidasi,William Andromeda,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=10640&keywords=
TEKNIK REPORTASE : Dimensi Teoretis dan Praktis,"Lukman Hakim, S.I.Kom., M.Sos",https://library.stikom-bali.ac.id/index.php?p=show_detail&id=11804&keywords=
"Komunikasi di Era Teknologi Digital : Kajian Ekonomi Digital, Media dan Budaya Komunikasi",S. Arifianto,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=12736&keywords=
Empati dan Komunikasi,"Gita Sekar prihanti, dr. MPdKed",https://library.stikom-bali.ac.id/index.php?p=show_detail&id=1878&keywords=
Teori Komunikasi Individu Hingga Massa,Morissan,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=10511&keywords=
STRATEGI MENGELOLAH DAN MEMENANGKAN DISKUSI,HASCARYO PRAMUDIBYANTO,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=6593&keywords=
Tic Toc Tic Toc Quarter Life's Tale,Bunga Mega,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=3149&keywords=
LESTARIKAN BUMI DENGAN KOMUNIKASI LINGKUNGAN,YENRIZAL,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=6586&keywords=
Komunikasi Pembelajaran : Menjadi Guru Komunikatif,"Ngalimun, S.Pd., M.I Kom",https://library.stikom-bali.ac.id/index.php?p=show_detail&id=10497&keywords=
Komunikasi Budaya Memahami Komunikasi Antarmanusia dan Antarbudaya,"Ngalimun, M.Pd., M.I.Kom",https://library.stikom-bali.ac.id/index.php?p=show_detail&id=10515&keywords=
Komunikasi AntarPribadi,"Ngalimun, M.Pd., M.I.Kom",https://library.stikom-bali.ac.id/index.php?p=show_detail&id=10520&keywords=
Paradigma Baru Dalam Menyusun Strategi Komunikasi Perusahaan,Pujo Pramono,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=10507&keywords=
How to Win an Argument : Sebuah Panduan Klasik tentang Seni Persuasi,Marcus Tullius Cicero,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=10494&keywords=
Bauran Pemasaran & Loyalitas Konsumen,"Prof. Dr. Ratih Hurriyati, M. Si",https://library.stikom-bali.ac.id/index.php?p=show_detail&id=11867&keywords=
"Jaringan Nirkabel 5G Berbasis Cloud: Reability, Mobility, Energy Efficiency, Latency",Onno W. Purbo,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=9075&keywords=
Matematika Diskrit : Revisi Ketujuh,Rinaldi Munir,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=10089&keywords=
Sistem Informasi Manajemen Proyek Pada Laradev Berbasis Framework Laravel,ANAK AGUNG WISNU ARTA,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13090&keywords=
Rancang Bangun Sistem Informasi Pendaftaran Praktek Kerja Lapangan Pada PT. Internet Prima Nusantara,Anak Agung Yumi Dantika,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13098&keywords=
Aplikasi Multimedia Interaktif Pengenalan Objek Wisata Virgin Beach Di Desa Adat Bugbug Karangasem,I Ketut Bagas Aditya,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13091&keywords=
Sistem Pengolahan Data Pada Bali Generation Fitnes Berbasis Web Dengan Framework Codeigniter,Made Dwiki Darmawan,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13093&keywords=
Sistem Informasi Inventory Obat Pada UKM KSR ITB STIKOM Bali Berbasis Website,Ni Luh Putu Satya Devi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=12992&keywords=
Aplikasi Monitoring And Scheduling Ternak Babi Berbasis Android Studi Kasus Peternak Babi Desa Ulian,I Putu Palguna,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13065&keywords=
My Ice Girl,Pit Sansi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13097&keywords=
KENZO,Yesimrnss,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13096&keywords=
Belajar Social Media Marketing,Jefferly Helianthusonfri,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=10168&keywords=
Sistem Pengolahan Data Pada Bali Generation Fitnes Berbasis Web Dengan Framework Codeigniter,Zendy Hermawan Lukito,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13094&keywords=
Multimedia Interaktif Pengenalan Objek Wisata Relief Bebitra Di Desa Bitera,I Ketut Dendi Wahyu Saputra,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13089&keywords=
Konsep dan Penerapan IP Versi 6 dalam Membangun Jaringan Komputer,MULYADI,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=11990&keywords=
Teori Ekonomi Mikro,Sarwoko,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13088&keywords=
Video Reels Pelantikan Pengurus Dewan Pimpinan Daerah Perhimpunan Usaha Taman Rekreasi Indonesia (Putri) Bali,Anfandhil Hizami,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13087&keywords=
Seni Copywriting dari Tulisan Jadi Cuan,Veronica Gabriella,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13085&keywords=
Video Reels HUT Mangupara Ke-14 Ibukota Kabupaten Badung,I Kadek Ryan Saputra,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13086&keywords=
Perancangan Sistem Informasi Surat Masuk Dan Surat Keluar Bappeda Kabupaten Badung,Shri Satya Dharma Sandi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13084&keywords=
Perancangan Sistem Informasi Manajemen Kenaikan Pangkat PNS Pada Kanwil Kementerian Agama Provinsi Bali,I Putu Bagus Adi Budiana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13083&keywords=
Perancangan Desain User Interface Website Company Profile Pada Perusahaan Hestara Dengan Menggunakan Figma,I Gede Andre,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13082&keywords=
Perancangan Sistem Informasi Absensi Mahasiswa Magang PT. Laradev Mediatama Informatika,Gede Suryatama Putra,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13081&keywords=
Penerapan Strategi Marketing Dalam Bentuk Konten Sosial Media Oleh Kalman Marketing Agency Pada Info Pekerja Bali,I Gusti Lanang Janu Tantipala,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13080&keywords=
From Leadership To Talentship,Steven Yudiyantho,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13079&keywords=
Visual Basic Untuk Pemula,"Dr. Sastya Hendri Wibowo, S.Kom., M.Kom",https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13078&keywords=
The Stock Market,Bambang Muliyadi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13077&keywords=
Menulis Karya Ilmiah Berbasis Artificial Intelligence,Wing Wahyu Winarno,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13075&keywords=
Kinda Advanced Machine Learning Projects,Muhammad Ardi Putra,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=10654&keywords=
"Instagram Untuk Bisnis, Hobi, & Desain Grafis",Jubilee Enterprise,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=10147&keywords=
Komunikasi Bisnis untuk Mahasiswa dan Kalangan Umum,Cahya Purnama Asri,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=10216&keywords=
Panduan Membuat Linux Embedded System dan Aplikasi,Ana Heryana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=11862&keywords=
Pengukuran Tingkat Usability Sistem Informasi Dosen ITB Stikom Bali Menggunakan Metode System Usability Scale,Ni Kadek Metriani,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13073&keywords=
Fundamental Of PYTHON For Machine Learning,teguh wahyono,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=11850&keywords=
Olah Data SEM dengan Program AMOS (Analysis of Moment Structure),Duwi Priyatno,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=11849&keywords=
Sistem Informasi Potensi Desa Rendang Berbasis Web,I Putu Gede Agus Artawan,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13072&keywords=
Sistem Informasi Pendapatan Pengeluaran Usaha Pada Toko Sembako Dana Suma Yukti Berbasis Web,Ni Putu Yeni Ariastuthi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13070&keywords=
Fundamental Of Python For Machine Learning: Dasar- Dasar Pemrograman Python Untuk Machine Learning Dan Kecerdasan Buatan,teguh wahyono,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=9099&keywords=
Perancangan Jaringan Dan Halaman Hotspot Berbasis Mikrotik Pada Client PT. Supra Primata Nusantara,Muhammad Okada Dwi Suryo Mujiono,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13067&keywords=
Analisa Desain Sistem Informasi Pengarsipan Dokumen Pengukuran Pada Kantor Pertanahan Denpasar Berbasis Web,Dyah Pradnya Trisna Irsyadina,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13066&keywords=
Penerapan Pemblokiran Website Dengan Filter Rules Di Mikrotik ( Studi Kasus : Client PT. Supra Primata Nusantara),Putu Krisna Ananda Wiguna,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13064&keywords=
The Book of SPSS : Pengolahan & Analisis Data,Romie Priyastama,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=8269&keywords=
Perancangan Prototype Voice Recognition Sebagai Sistem Absensi Di CoE STIKOM Bali,Komang Gede Krisna Bayu Pamungkas,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13063&keywords=
Perancangan Sistem Informasi Manual Book Library Berbasis Website Pada CSNA AIRNAV Indonesia Cabang Denpasar,I Kadek Bayu Laksana Prasetya,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13062&keywords=
Video Company Profile Social Media Management PT. BPR Eka Ayu Artha Bhuana,Ni Putu Eka Pratiwi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13060&keywords=
Pemrograman Web Seri PHP Langkah Mudah Dan Praktis Memahami Seluk Beluk Web Design Untuk Pemula,Rizki Hidayatullah,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=8244&keywords=
Perancangan Landing Page Dan Blogging Pages Untuk Peningkatan Seo On - Journey Di PT Stargazer Teknologi Indonesia,Michael Brian Wonderson,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13059&keywords=
"B.J. Habibie: From Zero to Zero, Inspirasi dan Perjuangan",Afin Nur Fariha,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=12612&keywords=
Buku Pintar Manajemen Pajak,"Indra Mahardika Putra, S.E., Ak, M,Ak",https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13058&keywords=
Manajemen Rumah Sakit,"Prof. Dr. dr. Anies, M.Kes, PKK",https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13057&keywords=
Warren Buffet: Cara Kaya Ala Investor Dunia,Rana Kinasih,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=12949&keywords=
Manajemen Bakat Di Era Milenium,MULYADI,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13032&keywords=
Internet Of Things (IoT): Mengubah wajah Pendidikan Indonesia,Prof. Richardus Eko Indrajit,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=11725&keywords=
Membuat Aplikasi Iot: Internet Of Things,Hardana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=8277&keywords=
Sejarah Kerajaan-Kerajaan Hindu-Buddha Di Era Klasik,Rizem Aizid,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13056&keywords=
Buku Ajar Bank & Lembaga Keuangan,Aris Prio Agus Santoso,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13055&keywords=
EKONOMI MAKRO,Erna Chotidjah Suhatmi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13054&keywords=
Revolusi Industri 4.0 Siap Menghadapi dan Menyambut Tantangan Revolusi Industri 4.0,Dayu Pratyahara,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=11954&keywords=
Hukum Bisnis Bagi Manajemen,Aris Prio Agus Santoso,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=12109&keywords=
Gamification Membuat Belajar Seasyik Bermain Game,Noralia Purwa Yunita,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13053&keywords=
Bill Gates Cara Kaya Ala Pendiri Microsoft,Dayu Pratyahara,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=10197&keywords=
It's My Miaw Marketing In A Week,Donny Susilo,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=12056&keywords=
A to Z Pembuatan Dengan Mudah Aplikasi Android Game Pembelajaran Augmented Reality Berbasis Unity,Wahyu Hari Kristiyanto,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=9095&keywords=
Koleksi Aplikasi Web Laravel,Yuniar Supardi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=12557&keywords=
Presentasi Multimedia Lebih Kreatif dengan Microsoft PowerPoint,MADCOMS,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13051&keywords=
Proses Mining Sains Data Berorientasi Proses,Angelina Prima Kurniati,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13050&keywords=
Microsoft Word 2021 untuk Administrasi Perkantoran Modern,MADCOMS,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13047&keywords=
Aksi Massa,Tan Malaka,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13046&keywords=
Chairil Anwar : Kisah Si Binatang Jalang,Anom Whani Wicaksana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=12152&keywords=
Penerapan Corporate Identity Dan Analisis Kesadaran Merek Pada UD. Arya Mandiri Seafood,Ida Bagus Kinandanam Pramana M,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13044&keywords=
Sistem Informasi Manajemen Pada Bank Sampah Dharma Laksana Kelurahan Panjer Menggunakan Framework Laravel,Putu Agus Aditya Wirawan,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13040&keywords=
Integrasi Multi Sensor Dan Aktuator Pada Sistem Smart Home Automation Berbasis Konsep IOT,I Gusti Ngurah Agung Ananda Putra,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13039&keywords=
Rancangan Sistem Informasi Buku Tamu Pada Dinas Kesehatan Kabupaten Karangasem,Luh Desy Krisma Yanthi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13037&keywords=
Pengembangan Aplikasi Pengelolaan Inventory Barang Pada Dinas Kesehatan Kabupaten Karangasem,Ni Putu Diana Oktari,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13036&keywords=
"PLC : Konsep, Pemrograman Dan Aplikasi.",Agfianto Eko Putra,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=9132&keywords=
Perilaku Konsumen,Rizki Pujiyanto,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13030&keywords=
Analisis Structural Equation Modelling (SEM) menggunakan AMOS 26,singgih santoso,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=10099&keywords=
Buku Sakti Pemrograman Web Seri PHP,Mundzir MF,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=8246&keywords=
Pengantar Basis Data,Gede Rasben Dantes,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=9048&keywords=
Konfigurasi Jaringan VLAN (Virtual Local Area Network) Di Cisco Packet Tracer (Studi Kasus : PT. Dewata Telematika),I Wayan Suta Wijana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13027&keywords=
Perancangan Sistem Informasi Penilaian Pelayanan Publik Pada Setiap Bidang Dinas Kominfo Kabupaten Badung,I Gusti Agung Made Wisnu Wardana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13026&keywords=
Sistem Informasi Pengajuan Izin Belajar Mahasiswa Asing (Studi kasus : Bagian Kemahasiswaan),I Gede Reza Ardika,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13025&keywords=
Perancangan Sistem Informasi Penjadwalan Penerbangan Helikopter Untuk Pelanggan Pada PT. Fly Bali Indo Aviasi,Andre Sapta Kelana,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13024&keywords=
Skema RPL,Tania Melia Pramesti,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13023&keywords=
Aplikasi multimedia interaktif pengenalan Pura alas angker desa kubu kabupaten bangli,I Gede Krisna Ari Ananda,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13020&keywords=
Teori dan Implementasi Sistem Digital,Faisal Mutaqqin,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13018&keywords=
Green Business: Manajemen Bisnis Berkonsep Ramah Lingkungan,"Dr. Agus Sugiarto, S.Pd.,M.M.",https://library.stikom-bali.ac.id/index.php?p=show_detail&id=10311&keywords=
Nyala Abadi Seluruh Bangsa Mengenang Buya Syafii Maarif,Budiman Tanuredjo,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13011&keywords=
Belajar Singkat PHP 7,Budi Raharjo,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13010&keywords=
Pengantar Ilmu Manajemen untuk Mahasiswa dan Umum,Saryanto,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=12810&keywords=
Kitab MS Excel 2021,Jubilee Enterprise,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13007&keywords=
Teknik Hacking Android,Dedik Kurniawan,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=8358&keywords=
Tingkatkan Profit Tranding dengan ChatGPT,Anthony L,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13006&keywords=
Persuasive Copywriting Sebuah Seni Menjual Melalui Tulisan,Febri Asiani,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=10228&keywords=
"Pengantar Public Reliations Di Era 4.0 Teori, Konsep dan Praktik Kasus Terkini",Raditia Yudistira Sujanto,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13005&keywords=
Pengantar Teori Manajemen Komunikasi dan Organisasi,"Dr. Riinawati, M.Pd",https://library.stikom-bali.ac.id/index.php?p=show_detail&id=10806&keywords=
English for Computer Science,Ernanda,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13004&keywords=
"Buku Sakti Pemrograman Web HTML, CSS, PHP, Mysql, Javascript",Didik Setiawan,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=9074&keywords=
Panduan Lengkap Microsoft Excel di Dunia Kerja,Nurul Riyadlahmi,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13002&keywords=
Teknologi Informasi dan Komputer Era Revolusi Industri 4.0,Janner Simarmata,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=11969&keywords=
Arduino : Belajar Cepat dan Pemrograman,Heri Andrianto,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=10088&keywords=
Pintar Editing Video dengan CapCut,Su Rahman,https://library.stikom-bali.ac.id/index.php?p=show_detail&id=13000&keywords=
